id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
37868,18934,37869,2877,130,17338000,1467,3,0,34,0,0
37869,18934,37868,130,2877,82661000,2250,6,10,19,0,0
37870,18935,37871,3708,3636,91051000,2215,2,0,94,0,0
37871,18935,37870,3636,3708,8947000,1073,2,10,22,0,0
37872,18936,37873,468,4084,56788166,1469,5,0,46,0,1
37873,18936,37872,4084,468,43210834,2878,9,10,93,0,0
37874,18937,37875,4098,77,35697346,2112,8,10,81,0,1
37875,18937,37874,77,4098,64300654,3332,5,0,25,0,0
37876,18938,37877,4079,3164,32987000,2438,3,0,47,0,0
37877,18938,37876,3164,4079,67014000,4740,3,1000,29,0,0
37878,18939,37879,468,4099,84595000,2922,3,0,29,0,0
37879,18939,37878,4099,468,15404000,3776,9,0,57,0,0
37880,18940,37881,263,77,72281000,2762,8,0,12,0,0
37881,18940,37880,77,263,27717000,1789,7,0,34,0,0
37882,18941,37883,2921,791,89170000,1491,4,0,56,0,0
37883,18941,37882,791,2921,10829000,3231,1,0,64,0,0
37884,18942,37885,192,855,43716000,2878,3,0,50,0,0
37885,18942,37884,855,192,56283000,2421,5,0,90,0,0
37886,18943,37887,54,4037,20775000,3246,9,0,98,0,0
37887,18943,37886,4037,54,79224000,4339,2,10,39,0,0
37888,18944,37889,3383,4100,69668000,3136,8,1000,96,0,3
37889,18944,37888,4100,3383,30332000,3297,6,10,32,0,0
37890,18945,37891,54,4101,4562226,1831,9,0,99,0,1
37891,18945,37890,4101,54,95437774,4310,3,10,20,0,0
37892,18946,37893,3431,4102,79976749,4207,4,0,84,0,0
37893,18946,37892,4102,3431,20022251,3357,2,0,76,0,1
37894,18947,37895,334,2440,22326000,2075,7,0,46,0,0
37895,18947,37894,2440,334,77674000,2166,6,0,43,0,0
37896,18948,37897,4103,109,43573551,2149,1,10,86,0,2
37897,18948,37896,109,4103,56427449,4680,5,0,13,0,3
37898,18949,37899,349,4104,69195204,4666,9,0,68,0,1
37899,18949,37898,4104,349,30803796,2073,8,1000,98,0,1
37900,18950,37901,334,2440,66831943,1017,2,0,78,0,2
37901,18950,37900,2440,334,33168057,4889,8,10,45,0,0
37902,18951,37903,77,4037,43352024,1561,8,0,10,0,1
37903,18951,37902,4037,77,56645976,4119,1,10,45,0,0
37904,18952,37905,963,4105,77905000,2555,7,0,76,0,0
37905,18952,37904,4105,963,22094000,2570,9,0,81,0,0
37906,18953,37907,4106,1777,82101751,2928,9,100,94,0,1
37907,18953,37906,1777,4106,17898249,4954,2,10,73,0,0
37908,18954,37909,4106,139,44492922,3135,8,0,82,0,0
37909,18954,37908,139,4106,55506078,1673,4,0,33,0,2
37910,18955,37911,4106,130,93882000,3762,7,0,17,0,0
37911,18955,37910,130,4106,6117000,1166,8,0,36,0,0
37912,18956,37913,4106,4107,217166,1399,5,0,36,0,1
37913,18956,37912,4107,4106,99781834,2436,9,0,84,0,0
37914,18957,37915,4108,4100,17566318,1880,6,0,92,0,1
37915,18957,37914,4100,4108,82433682,2456,5,0,40,0,0
37916,18958,37917,4100,4109,51568985,2992,7,1000,60,0,0
37917,18958,37916,4109,4100,48430015,3690,4,0,65,0,1
37918,18959,37919,4100,4110,88700976,1871,1,10,76,0,1
37919,18959,37918,4110,4100,11298024,1863,6,0,45,0,2
37920,18960,37921,3269,660,99525000,4661,5,0,91,0,0
37921,18960,37920,660,3269,476000,2705,7,0,13,0,0
37922,18961,37923,54,3790,99750825,3835,2,0,93,0,0
37923,18961,37922,3790,54,249175,3431,3,10,44,0,1
37924,18962,37925,263,350,53597324,1094,7,10,75,0,2
37925,18962,37924,350,263,46403676,3528,6,10,68,0,0
37926,18963,37927,476,4111,8731000,1012,4,0,23,0,0
37927,18963,37926,4111,476,91268000,1810,5,0,70,0,0
37928,18964,37929,468,3048,69948000,4334,7,0,59,0,0
37929,18964,37928,3048,468,30053000,1763,7,0,89,0,0
37930,18965,37931,1816,2592,29178000,1668,6,0,23,0,0
37931,18965,37930,2592,1816,70822000,4031,4,1000,26,0,0
37932,18966,37933,3109,3903,92810000,1849,3,100,93,0,0
37933,18966,37932,3903,3109,7190000,1002,2,10,76,0,0
37934,18967,37935,346,2592,65000830,1024,3,0,90,0,1
37935,18967,37934,2592,346,34999170,2308,2,0,59,0,1
37936,18968,37937,4112,77,85368000,1734,4,0,87,0,0
37937,18968,37936,77,4112,14633000,2819,1,100,52,0,0
37938,18969,37939,4104,77,14514590,2623,3,10,99,0,0
37939,18969,37938,77,4104,85485410,2160,1,0,12,0,1
37940,18970,37941,219,227,86212957,3296,9,0,10,0,0
37941,18970,37940,227,219,13786043,1079,3,1000,89,0,3
37942,18971,37943,4104,4048,60338000,2484,8,0,66,0,0
37943,18971,37942,4048,4104,39660000,1353,5,10,60,0,0
37944,18972,37945,4113,342,33621063,4521,9,100,57,0,1
37945,18972,37944,342,4113,66377937,4383,2,0,28,0,0
37946,18973,37947,4113,4114,80510000,2155,5,0,63,0,0
37947,18973,37946,4114,4113,19490000,2118,5,0,34,0,0
37948,18974,37949,3470,4115,10359480,3678,2,0,39,0,1
37949,18974,37948,4115,3470,89638520,2318,8,10,85,0,1
37950,18975,37951,54,4116,46612026,2148,9,0,27,0,1
37951,18975,37950,4116,54,53386974,3728,9,0,26,0,0
37952,18976,37953,3850,4117,41104000,3282,9,0,97,0,0
37953,18976,37952,4117,3850,58895000,4324,5,0,65,0,0
37954,18977,37955,90,4115,86196000,2638,3,0,13,0,0
37955,18977,37954,4115,90,13803000,4891,6,0,69,0,0
37956,18978,37957,4118,4119,2174000,1881,6,10,38,0,0
37957,18978,37956,4119,4118,97826000,4450,6,0,69,0,0
37958,18979,37959,352,2790,36446037,1283,9,0,87,0,2
37959,18979,37958,2790,352,63552963,1038,6,0,59,0,1
37960,18980,37961,4055,3004,5002998,1721,7,100,88,0,1
37961,18980,37960,3004,4055,94996002,1800,8,10,28,0,0
37962,18981,37963,2,4120,97596000,4235,9,0,46,0,0
37963,18981,37962,4120,2,2404000,1017,7,10,39,0,0
37964,18982,37965,54,2260,82827000,2572,3,0,53,0,0
37965,18982,37964,2260,54,17172000,3795,8,10,78,0,1
37966,18983,37967,2440,340,28135000,2991,1,0,96,0,0
37967,18983,37966,340,2440,71865000,2157,8,0,92,0,0
37968,18984,37969,4113,342,88418000,4545,3,0,58,0,0
37969,18984,37968,342,4113,11583000,2069,4,0,28,0,0
37970,18985,37971,4121,4084,65155575,4938,3,0,74,0,2
37971,18985,37970,4084,4121,34844425,2061,9,0,23,0,0
37972,18986,37973,4087,130,44989000,4907,2,1000,29,0,0
37973,18986,37972,130,4087,55010000,3294,1,0,12,0,0
37974,18987,37975,3639,2357,68182000,1954,1,0,68,0,0
37975,18987,37974,2357,3639,31817000,2341,5,10,69,0,0
37976,18988,37977,1115,3843,12606000,4307,9,10,20,0,0
37977,18988,37976,3843,1115,87394000,4206,3,10,41,0,0
37978,18989,37979,4117,347,53627000,3044,3,0,56,0,1
37979,18989,37978,347,4117,46371000,4067,2,0,50,0,0
37980,18990,37981,359,3231,58942000,2560,1,0,80,0,0
37981,18990,37980,3231,359,41056000,2453,7,10,26,0,0
37982,18991,37983,4100,4122,52115379,3788,1,0,57,0,0
37983,18991,37982,4122,4100,47883621,4526,5,10,37,0,2
37984,18992,37985,4112,359,16957000,1479,8,0,94,0,0
37985,18992,37984,359,4112,83042000,1058,8,0,18,0,0
37986,18993,37987,54,3939,51689332,1955,4,10,38,0,1
37987,18993,37986,3939,54,48310668,4009,2,0,56,0,0
37988,18994,37989,4123,4048,24080000,1641,3,0,15,0,0
37989,18994,37988,4048,4123,75920000,4435,9,0,63,0,0
37990,18995,37991,77,3939,49333000,3598,9,0,41,0,0
37991,18995,37990,3939,77,50664000,3779,4,0,34,0,1
37992,18996,37993,2364,177,16355000,3886,5,0,36,0,0
37993,18996,37992,177,2364,83644000,3653,1,0,41,0,0
37994,18997,37995,219,344,88124760,1801,9,0,13,0,2
37995,18997,37994,344,219,11875240,2248,9,0,23,0,3
37996,18998,37997,4070,77,26213000,1894,6,0,85,0,0
37997,18998,37996,77,4070,73787000,3184,7,0,76,0,0
37998,18999,37999,46,4037,70657213,2695,4,1000,84,0,1
37999,18999,37998,4037,46,29341787,1636,4,0,63,0,0
38000,19000,38001,130,2592,98583000,2226,9,10,83,0,0
38001,19000,38000,2592,130,1418000,1308,2,0,30,0,0
38002,19001,38003,3115,177,48581000,3554,1,10,26,0,0
38003,19001,38002,177,3115,51420000,2199,1,0,99,0,0
38004,19002,38005,177,3164,92139000,4841,9,1000,99,0,0
38005,19002,38004,3164,177,7861000,1698,6,0,84,0,0
38006,19003,38007,4069,54,89084000,4893,3,0,97,0,0
38007,19003,38006,54,4069,10915000,1931,6,0,71,0,0
38008,19004,38009,106,3995,52294408,1162,6,0,44,0,1
38009,19004,38008,3995,106,47706592,3049,4,10,80,0,0
38010,19005,38011,698,3994,16372000,3726,8,0,78,0,0
38011,19005,38010,3994,698,83627000,4975,3,0,39,0,0
38012,19006,38013,27,3995,34971000,2894,4,10,79,0,0
38013,19006,38012,3995,27,65030000,3554,2,0,21,0,0
38014,19007,38015,2038,3996,44667000,1592,6,10,86,0,0
38015,19007,38014,3996,2038,55332000,2519,8,10,73,0,0
38016,19008,38017,1853,3994,72213000,4419,7,10,26,0,0
38017,19008,38016,3994,1853,27786000,1246,7,0,28,0,0
38018,19009,38019,4079,3420,89447000,3272,7,0,24,0,0
38019,19009,38018,3420,4079,10553000,2393,8,10,48,0,0
38020,19010,38021,3499,130,4669000,2602,3,0,79,0,0
38021,19010,38020,130,3499,95330000,3166,6,0,88,0,0
38022,19011,38023,1841,3996,23906000,4580,5,0,16,0,0
38023,19011,38022,3996,1841,76094000,4987,7,0,22,0,0
38024,19012,38025,168,3995,24187000,2586,1,0,42,0,0
38025,19012,38024,3995,168,75813000,4193,4,0,59,0,0
38026,19013,38027,1426,3994,63172000,1918,1,0,36,0,0
38027,19013,38026,3994,1426,36827000,1006,1,0,16,0,0
38028,19014,38029,1905,3994,75682000,1474,8,0,17,0,0
38029,19014,38028,3994,1905,24319000,3134,7,0,32,0,0
38030,19015,38031,2,4092,51337039,4972,3,0,94,0,1
38031,19015,38030,4092,2,48660961,2810,3,0,61,0,1
38032,19016,38033,4095,4124,42544000,1962,8,0,22,0,0
38033,19016,38032,4124,4095,57456000,3774,6,0,81,0,0
38034,19017,38035,79,746,49669000,2956,3,0,61,0,0
38035,19017,38034,746,79,50332000,1894,8,0,79,0,0
38036,19018,38037,1115,3843,5542000,2759,9,10,35,0,0
38037,19018,38036,3843,1115,94457000,1820,5,0,58,0,0
38038,19019,38039,4051,130,86760000,4638,4,0,79,0,0
38039,19019,38038,130,4051,13239000,3114,9,1000,68,0,0
38040,19020,38041,3082,2485,68101000,2356,1,10,27,0,0
38041,19020,38040,2485,3082,31897000,2186,8,0,76,0,0
38042,19021,38043,1931,2592,50345000,1135,7,0,76,0,0
38043,19021,38042,2592,1931,49653000,2794,5,10,14,0,0
38044,19022,38045,87,2592,5167000,4617,1,10,77,0,0
38045,19022,38044,2592,87,94833000,1893,2,0,26,0,0
38046,19023,38047,4051,130,10288000,3935,5,0,40,0,0
38047,19023,38046,130,4051,89712000,4134,4,0,13,0,0
38048,19024,38049,342,3567,50417000,4711,1,0,16,0,0
38049,19024,38048,3567,342,49583000,2506,2,0,49,0,0
38050,19025,38051,349,219,80045096,2174,5,0,54,0,1
38051,19025,38050,219,349,19954904,2386,2,10,75,0,0
38052,19026,38053,4125,340,95446053,2238,7,0,36,0,0
38053,19026,38052,340,4125,4552947,4795,5,0,41,0,1
38054,19027,38055,2512,2197,59139000,2155,5,0,97,0,0
38055,19027,38054,2197,2512,40860000,3478,4,0,90,0,0
38056,19028,38057,2,4051,8871000,1888,4,0,61,0,0
38057,19028,38056,4051,2,91127000,2982,3,0,33,0,0
38058,19029,38059,4126,130,23848440,2172,5,0,52,0,1
38059,19029,38058,130,4126,76151560,4023,8,0,86,0,0
38060,19030,38061,54,4127,84727000,1398,4,0,80,0,0
38061,19030,38060,4127,54,15273000,2586,3,1000,48,0,0
38062,19031,38063,33,4127,6019000,4649,1,0,86,0,0
38063,19031,38062,4127,33,93980000,3572,6,0,61,0,0
38064,19032,38065,4069,2,10900000,3686,5,0,20,0,0
38065,19032,38064,2,4069,89100000,1697,4,0,24,0,0
38066,19033,38067,3995,629,17878000,1879,7,0,68,0,0
38067,19033,38066,629,3995,82120000,4244,3,0,22,0,0
38068,19034,38069,2640,4051,95222000,4601,9,10,88,0,0
38069,19034,38068,4051,2640,4779000,4382,2,0,83,0,0
38070,19035,38071,2304,4079,38112000,3101,2,0,19,0,0
38071,19035,38070,4079,2304,61888000,1539,2,0,71,0,0
38072,19036,38073,4116,3074,5252000,3578,7,0,60,0,0
38073,19036,38072,3074,4116,94748000,4025,8,0,55,0,0
38074,19037,38075,54,4126,12936746,1947,9,0,50,0,1
38075,19037,38074,4126,54,87062254,1458,5,0,39,0,0
38076,19038,38077,54,4112,9927732,2067,6,0,77,0,1
38077,19038,38076,4112,54,90072268,4900,6,0,20,0,0
38078,19039,38079,2777,3115,43138000,1042,6,0,56,0,0
38079,19039,38078,3115,2777,56863000,1670,7,0,27,0,0
38080,19040,38081,343,3231,4289000,1358,4,0,58,0,0
38081,19040,38080,3231,343,95711000,4868,5,0,20,0,0
38082,19041,38083,54,4112,50043000,3511,8,0,44,0,0
38083,19041,38082,4112,54,49956000,4956,7,10,77,0,0
38084,19042,38085,3985,3445,46669000,2607,7,0,79,0,0
38085,19042,38084,3445,3985,53331000,1446,8,0,53,0,0
38086,19043,38087,4076,77,61969000,1007,7,10,65,0,0
38087,19043,38086,77,4076,38031000,4657,9,0,23,0,0
38088,19044,38089,334,177,58914000,4000,8,0,33,0,0
38089,19044,38088,177,334,41085000,3522,3,100,11,0,0
38090,19045,38091,2687,177,83344000,4233,5,0,77,0,0
38091,19045,38090,177,2687,16654000,3979,3,10,45,0,0
38092,19046,38093,3115,177,71342000,4465,5,0,86,0,0
38093,19046,38092,177,3115,28658000,1915,2,10,52,0,0
38094,19047,38095,177,326,15303000,3862,3,0,84,0,0
38095,19047,38094,326,177,84697000,2730,1,0,72,0,0
38096,19048,38097,451,3099,49132097,4694,9,10,92,0,0
38097,19048,38096,3099,451,50866903,1246,1,10,41,0,1
38098,19049,38099,2687,4128,37009000,1392,3,10,28,0,0
38099,19049,38098,4128,2687,62989000,1915,2,10,73,0,0
38100,19050,38101,979,739,33487000,4144,4,0,55,0,0
38101,19050,38100,739,979,66513000,3645,1,0,23,0,0
38102,19051,38103,3187,3962,70673000,3489,8,10,75,0,0
38103,19051,38102,3962,3187,29326000,1938,3,0,44,0,0
38104,19052,38105,468,3968,49588682,2386,6,100,34,0,0
38105,19052,38104,3968,468,50409318,2038,2,0,76,0,1
38106,19053,38107,1816,86,11100000,1635,6,0,19,0,0
38107,19053,38106,86,1816,88900000,4501,6,0,47,0,0
38108,19054,38109,2887,77,12120000,4045,3,0,39,0,0
38109,19054,38108,77,2887,87880000,2976,4,0,71,0,0
38110,19055,38111,2883,1347,20699000,3932,9,0,98,0,0
38111,19055,38110,1347,2883,79298000,1230,3,0,92,0,0
38112,19056,38113,1776,1223,60700000,4596,8,0,80,0,0
38113,19056,38112,1223,1776,39299000,2250,8,10,49,0,0
38114,19057,38115,3072,3074,70028651,4598,7,10,16,0,0
38115,19057,38114,3074,3072,29972349,4327,9,100,53,0,1
38116,19058,38117,3164,4128,99153000,2642,4,0,74,0,0
38117,19058,38116,4128,3164,846000,4082,3,0,61,0,0
38118,19059,38119,1777,4128,18724000,4932,5,0,21,0,0
38119,19059,38118,4128,1777,81277000,3077,5,0,58,0,0
38120,19060,38121,4056,2,97393000,4069,5,0,48,0,0
38121,19060,38120,2,4056,2606000,2148,1,0,27,0,0
38122,19061,38123,468,4056,77230996,1567,5,10,46,0,1
38123,19061,38122,4056,468,22769004,4017,5,0,79,0,0
38124,19062,38125,3917,3074,61235000,4421,3,10,87,0,0
38125,19062,38124,3074,3917,38764000,4770,2,100,10,0,0
38126,19063,38127,54,4056,79428000,2688,7,0,41,0,0
38127,19063,38126,4056,54,20571000,2380,4,10,16,0,0
38128,19064,38129,177,3917,89184000,4895,2,1000,81,0,0
38129,19064,38128,3917,177,10815000,4898,1,0,58,0,0
38130,19065,38131,334,4127,77138992,2960,5,0,93,0,0
38131,19065,38130,4127,334,22861008,2853,7,0,60,0,1
38132,19066,38133,130,1223,54944000,2217,8,0,19,0,0
38133,19066,38132,1223,130,45056000,2116,7,0,18,0,0
38134,19067,38135,4126,77,76293000,1675,2,0,10,0,1
38135,19067,38134,77,4126,23706000,1536,4,0,32,0,0
38136,19068,38137,2,3843,26688525,1311,9,0,33,0,2
38137,19068,38136,3843,2,73309475,4276,6,10,93,0,0
38138,19069,38139,94,4129,72965000,4919,4,0,98,0,0
38139,19069,38138,4129,94,27033000,1126,3,0,14,0,0
38140,19070,38141,54,4130,43990000,3795,6,10,93,0,0
38141,19070,38140,4130,54,56008000,3491,1,10,22,0,0
38142,19071,38143,2913,2867,23892000,4526,7,0,67,0,0
38143,19071,38142,2867,2913,76109000,1912,1,0,47,0,0
38144,19072,38145,334,2867,18652562,1353,8,0,85,0,1
38145,19072,38144,2867,334,81347438,4134,3,10,20,0,0
38146,19073,38147,2867,130,45905000,2997,5,0,82,0,0
38147,19073,38146,130,2867,54096000,4420,3,10,51,0,0
38148,19074,38149,4130,1205,3245000,1778,3,0,32,0,0
38149,19074,38148,1205,4130,96755000,4483,9,0,22,0,0
38150,19075,38151,4131,355,27024000,2777,9,0,88,0,0
38151,19075,38150,355,4131,72974000,3845,3,10,99,0,0
38152,19076,38153,2867,340,68304712,2464,1,0,53,0,1
38153,19076,38152,340,2867,31694288,2688,1,0,45,0,0
38154,19077,38155,4132,3101,47655000,1590,6,0,25,0,0
38155,19077,38154,3101,4132,52345000,3056,9,0,36,0,0
38156,19078,38157,46,1497,76618000,1866,2,100,67,0,0
38157,19078,38156,1497,46,23383000,2359,1,0,74,0,0
38158,19079,38159,468,4130,17703000,3354,9,0,96,0,0
38159,19079,38158,4130,468,82297000,4813,3,0,86,0,0
38160,19080,38161,46,4133,21601000,3397,8,0,94,0,0
38161,19080,38160,4133,46,78399000,4056,1,0,55,0,0
38162,19081,38163,54,4133,37055561,1166,8,0,19,0,1
38163,19081,38162,4133,54,62943439,1677,9,0,75,0,0
38164,19082,38165,358,4123,19724188,1562,8,0,28,0,1
38165,19082,38164,4123,358,80274812,3102,8,0,90,0,0
38166,19083,38167,4133,1205,23469000,2504,7,0,29,0,0
38167,19083,38166,1205,4133,76532000,1162,9,0,80,0,0
38168,19084,38169,2687,4048,81995000,4827,1,0,35,0,0
38169,19084,38168,4048,2687,18004000,3973,4,0,75,0,0
38170,19085,38171,468,475,3674000,4169,3,10,39,0,0
38171,19085,38170,475,468,96326000,1435,2,0,93,0,0
38172,19086,38173,219,350,21265866,3647,1,0,16,0,1
38173,19086,38172,350,219,78733134,3756,9,0,31,0,0
38174,19087,38175,4048,3164,11020000,4849,5,0,90,0,0
38175,19087,38174,3164,4048,88980000,2647,8,0,49,0,0
38176,19088,38177,979,2043,15004000,2036,6,0,59,0,0
38177,19088,38176,2043,979,84995000,2939,8,0,68,0,0
38178,19089,38179,350,2043,58969000,2202,1,0,96,0,1
38179,19089,38178,2043,350,41031000,2707,4,0,70,0,0
38180,19090,38181,4108,4100,55812401,3267,8,0,60,0,0
38181,19090,38180,4100,4108,44184599,1075,5,0,79,0,1
38182,19091,38183,2505,820,69805000,3041,9,0,76,0,0
38183,19091,38182,820,2505,30194000,2887,3,0,94,0,0
38184,19092,38185,468,4134,64604000,2264,3,10,73,0,0
38185,19092,38184,4134,468,35393000,4895,5,0,40,0,0
38186,19093,38187,3396,2997,14042000,3322,3,1000,33,0,0
38187,19093,38186,2997,3396,85958000,1162,6,0,34,0,0
38188,19094,38189,4131,355,35307321,2246,8,0,18,0,1
38189,19094,38188,355,4131,64692679,3329,4,0,81,0,0
38190,19095,38191,1926,2043,24853000,1857,1,0,97,0,0
38191,19095,38190,2043,1926,75147000,1901,4,0,45,0,0
38192,19096,38193,219,2936,28736000,4685,4,0,37,0,0
38193,19096,38192,2936,219,71264000,3155,4,0,97,0,0
38194,19097,38195,4130,377,86743000,4866,8,0,73,0,0
38195,19097,38194,377,4130,13257000,2338,9,0,70,0,0
38196,19098,38197,4130,222,35244000,1559,7,0,65,0,0
38197,19098,38196,222,4130,64755000,2896,3,0,46,0,0
38198,19099,38199,4135,4136,1658592,1271,9,0,94,0,1
38199,19099,38198,4136,4135,98340408,3480,2,0,35,0,0
38200,19100,38201,356,1473,35655000,3693,8,10,24,0,0
38201,19100,38200,1473,356,64347000,4141,1,10,84,0,0
38202,19101,38203,1476,326,34549523,1994,8,0,10,0,1
38203,19101,38202,326,1476,65449477,2060,6,0,58,0,0
38204,19102,38205,334,1477,84688000,4879,6,0,64,0,0
38205,19102,38204,1477,334,15311000,3587,7,0,35,0,0
38206,19103,38207,326,345,21004187,1160,4,0,60,0,1
38207,19103,38206,345,326,78994813,4129,5,0,39,0,0
38208,19104,38209,356,1473,18648000,4015,1,10,70,0,0
38209,19104,38208,1473,356,81352000,1873,5,0,67,0,0
38210,19105,38211,349,356,47204739,1395,7,0,19,0,2
38211,19105,38210,356,349,52795261,4381,6,0,10,0,0
38212,19106,38213,326,345,3878000,4102,7,0,47,0,0
38213,19106,38212,345,326,96122000,3057,6,10,45,0,0
38214,19107,38215,334,1477,24893380,2170,9,0,52,0,0
38215,19107,38214,1477,334,75105620,1042,4,0,27,0,1
38216,19108,38217,354,348,14245000,2047,3,0,64,0,0
38217,19108,38216,348,354,85755000,4102,9,10,68,0,0
38218,19109,38219,1476,326,55145000,4624,8,0,50,0,0
38219,19109,38218,326,1476,44854000,2627,5,1000,87,0,0
38220,19110,38221,349,350,99441000,3079,2,10,86,0,0
38221,19110,38220,350,349,557000,4149,5,10,54,0,0
38222,19111,38223,349,358,22229000,3630,8,0,70,0,0
38223,19111,38222,358,349,77771000,3968,4,0,87,0,0
38224,19112,38225,334,1474,23236871,4006,6,0,65,0,0
38225,19112,38224,1474,334,76762129,1820,4,0,93,0,1
38226,19113,38227,334,1474,88439000,2487,8,100,98,0,0
38227,19113,38226,1474,334,11562000,3069,6,0,66,0,0
38228,19114,38229,354,348,21211000,4995,5,0,85,0,0
38229,19114,38228,348,354,78787000,2676,2,0,75,0,0
38230,19115,38231,3439,130,82081000,4795,9,0,30,0,0
38231,19115,38230,130,3439,17917000,2666,5,100,73,0,0
38232,19116,38233,349,334,23912331,1362,3,10,81,0,1
38233,19116,38232,334,349,76087669,4868,1,0,64,0,0
38234,19117,38235,4137,177,64269645,3501,9,100,43,0,1
38235,19117,38234,177,4137,35730355,2978,2,10,45,0,0
38236,19118,38237,4084,2,91165000,4483,2,0,83,0,0
38237,19118,38236,2,4084,8836000,1855,5,0,36,0,0
38238,19119,38239,3187,4076,76836000,1202,9,10,48,0,0
38239,19119,38238,4076,3187,23164000,4367,9,0,14,0,0
38240,19120,38241,2921,77,10042000,2977,6,10,87,0,0
38241,19120,38240,77,2921,89959000,4850,4,0,43,0,0
38242,19121,38243,468,4076,66090521,2374,9,10,11,0,1
38243,19121,38242,4076,468,33907479,2450,4,100,17,0,0
38244,19122,38245,2777,219,56287000,1267,8,100,27,0,0
38245,19122,38244,219,2777,43713000,3971,4,0,42,0,0
38246,19123,38247,2777,660,39355000,3092,8,0,96,0,0
38247,19123,38246,660,2777,60646000,2521,9,0,57,0,0
38248,19124,38249,3653,820,87240000,1013,3,10,56,0,0
38249,19124,38248,820,3653,12761000,4213,6,0,39,0,0
38250,19125,38251,4116,130,95004000,3605,9,0,12,0,0
38251,19125,38250,130,4116,4994000,1532,4,0,82,0,0
38252,19126,38253,3968,4105,58718000,1247,6,0,19,0,0
38253,19126,38252,4105,3968,41283000,4812,1,1000,24,0,0
38254,19127,38255,1664,130,35914000,4706,8,1000,61,0,0
38255,19127,38254,130,1664,64084000,4334,8,10,11,0,0
38256,19128,38257,2199,177,25819000,4959,7,10,41,0,0
38257,19128,38256,177,2199,74179000,3918,2,0,80,0,0
38258,19129,38259,1475,2440,9501000,3891,6,0,32,0,0
38259,19129,38258,2440,1475,90501000,3348,3,10,31,0,0
38260,19130,38261,1477,2440,87677000,1804,3,0,70,0,0
38261,19130,38260,2440,1477,12323000,3902,3,0,13,0,0
38262,19131,38263,263,3996,42356000,3998,7,0,41,0,0
38263,19131,38262,3996,263,57643000,3165,2,0,44,0,0
38264,19132,38265,356,2440,68045000,2741,8,0,69,0,0
38265,19132,38264,2440,356,31955000,3348,9,0,59,0,0
38266,19133,38267,2,4028,45928000,3988,5,0,96,0,0
38267,19133,38266,4028,2,54073000,2119,9,10,31,0,0
38268,19134,38269,177,227,58969385,2715,5,10,43,0,2
38269,19134,38268,227,177,41029615,1358,6,100,85,0,4
38270,19135,38271,2502,463,63313000,1633,2,0,39,0,0
38271,19135,38270,463,2502,36686000,1696,4,0,42,0,0
38272,19136,38273,346,4054,72994918,2080,9,0,36,0,0
38273,19136,38272,4054,346,27006082,1344,2,0,49,0,1
38274,19137,38275,820,4134,76820000,4225,1,10,17,0,0
38275,19137,38274,4134,820,23180000,1358,4,0,10,0,0
38276,19138,38277,46,4134,41501000,3855,9,10,86,0,0
38277,19138,38276,4134,46,58500000,3961,7,0,17,0,0
38278,19139,38279,4134,326,35988000,4256,4,0,11,0,0
38279,19139,38278,326,4134,64012000,1379,8,0,30,0,0
38280,19140,38281,3653,347,24279000,4799,3,0,33,0,0
38281,19140,38280,347,3653,75721000,4224,8,10,36,0,0
38282,19141,38283,3653,2520,9001000,3582,2,10,83,0,0
38283,19141,38282,2520,3653,90997000,4544,2,0,61,0,0
38284,19142,38285,4138,343,18083956,2691,9,0,66,0,0
38285,19142,38284,343,4138,81915044,3979,9,0,76,0,1
38286,19143,38287,2505,177,27975000,4478,9,0,34,0,0
38287,19143,38286,177,2505,72025000,1545,2,0,14,0,0
38288,19144,38289,46,3931,76424000,3191,4,0,68,0,0
38289,19144,38288,3931,46,23574000,2373,5,10,21,0,0
38290,19145,38291,3653,2520,68921000,4967,1,0,18,0,0
38291,19145,38290,2520,3653,31078000,4445,1,0,25,0,0
38292,19146,38293,4028,58,43915000,3932,8,0,86,0,0
38293,19146,38292,58,4028,56084000,3557,9,10,93,0,0
38294,19147,38295,353,130,49206000,4695,5,0,85,0,0
38295,19147,38294,130,353,50793000,4417,6,0,40,0,0
38296,19148,38297,353,3995,58706000,3281,7,0,95,0,0
38297,19148,38296,3995,353,41294000,4421,7,0,42,0,0
38298,19149,38299,3994,332,31429000,1056,3,10,55,0,0
38299,19149,38298,332,3994,68570000,1358,8,1000,27,0,0
38300,19150,38301,326,3994,5034138,1794,3,1000,42,0,1
38301,19150,38300,3994,326,94963862,1593,5,0,96,0,0
38302,19151,38303,3995,1473,26369000,3731,1,0,23,0,0
38303,19151,38302,1473,3995,73629000,2165,9,0,55,0,0
38304,19152,38305,468,2687,90993000,2652,1,0,52,0,0
38305,19152,38304,2687,468,9008000,4669,8,0,23,0,0
38306,19153,38307,4076,400,50800000,3612,7,0,16,0,1
38307,19153,38306,400,4076,49200000,1881,2,0,26,0,0
38308,19154,38309,177,2524,4150000,4559,6,10,67,0,0
38309,19154,38308,2524,177,95849000,1005,7,10,40,0,0
38310,19155,38311,1985,77,4026000,1905,5,10,99,0,0
38311,19155,38310,77,1985,95974000,4512,8,0,97,0,0
38312,19156,38313,1310,513,77305000,1913,9,0,78,0,0
38313,19156,38312,513,1310,22694000,2324,1,0,83,0,0
